Channel_GT,Channel_HnE,Channel_Label,Count_DilateObjects1,Count_FilterObjects1,Count_IdentifyPrimaryObjects1,Count_IdentifyPrimaryObjects2,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05XAEObjectDetection,ExecutionTime_06IdentifyPrimaryObjects,FileName_GT,FileName_HnE,FileName_Label,Frame_GT,Frame_HnE,Frame_Label,Group_Index,Group_Number,Height_GT,Height_HnE,Height_Label,ImageNumber,ImageSet_ImageSet,MD5Digest_GT,MD5Digest_HnE,MD5Digest_Label,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05XAEObjectDetection,ModuleError_06IdentifyPrimaryObjects,PathName_GT,PathName_HnE,PathName_Label,ProcessingStatus,Scaling_GT,Scaling_HnE,Scaling_Label,Series_GT,Series_HnE,Series_Label,Threshold_FinalThreshold_IdentifyPrimaryObjects1,Threshold_FinalThreshold_IdentifyPrimaryObjects2,Threshold_OrigThreshold_IdentifyPrimaryObjects1,Threshold_OrigThreshold_IdentifyPrimaryObjects2,Threshold_SumOfEntropies_IdentifyPrimaryObjects1,Threshold_SumOfEntropies_IdentifyPrimaryObjects2,Threshold_WeightedVariance_IdentifyPrimaryObjects1,Threshold_WeightedVariance_IdentifyPrimaryObjects2,URL_GT,URL_HnE,URL_Label,Width_GT,Width_HnE,Width_Label
-2,-2,-1,39.0,39.0,54.0,39.0,0,0,1.0699999999999998,0,1.6300000000000008,0.09999999999999964,im001_seg.tif,im001.tif,001m.tif,0,0,0,1,1,100,100,100,1,eLtN3OVcsxlt6I829EdbBfhbBaMtfVo3CwwMQTJDIlfgaO6j9hqo5A4FUPiDg5lc04ABhNxxgZpto48saAPpzuga2ehDOzb6qL4BCuDwNaictwMAo1kSaQ==,702fbf4f23795c54d131b2828b0b916d,297ed7c4ab82045d390479b4bb3144a8,7322992fa969253c624554ab71865ce1,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.3932967861519608,0.004934084570407867,0.439453125,0.004934084570407867,-10.206196656137102,-12.977987103288154,1.55483968093275,0.2087554036205417,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im001_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im001.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/001m.tif,100,100,100
-2,-2,-1,35.0,35.0,46.0,35.0,0,0,1.7700000000000005,0,2.16,0.13999999999999968,im002_seg.tif,im002.tif,002m.tif,0,0,0,2,1,100,100,100,2,eLtN3OVcsxlt6A9AQ99oCBUko60CYHyNNgto2ywwMALJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAK0BEmw=,af98f9cea3ce7e2cf6b49e9ea298c219,8edc1bee2bbc982a0a88dd2d1b719a98,1327e5f6495cb37ce8224810a503d777,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.40469123812806385,0.00468993479758501,0.447265625,0.00468993479758501,-9.988350343154782,-12.871455955071802,1.6964764324847759,0.18922798554411469,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im002_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im002.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/002m.tif,100,100,100
-2,-2,-1,35.0,35.0,39.0,35.0,0,0,1.6700000000000004,0,2.2300000000000004,0.09999999999999964,im003_seg.tif,im003.tif,003m.tif,0,0,0,3,1,100,100,100,3,eLtN3OVcsxlt6A9AQ994CBUko60CYHyNNgto2ywwMAbJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OALapEm8=,f0bee731430440c947f56519eba379f4,5d9b5e8de9704edca2f065340e2db626,a3a335e8c0703ff30a516cc14d4d1404,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.39837668619791666,0.004746574585139751,0.447265625,0.004746574585139751,-9.84275613680543,-12.891946769447193,1.246249867552653,0.19132786869517363,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im003_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im003.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/003m.tif,100,100,100
-2,-2,-1,21.0,21.0,41.0,21.0,0,0,1.0600000000000005,0,1.7899999999999991,0.15000000000000036,im004_seg.tif,im004.tif,004m.tif,0,0,0,4,1,100,100,100,4,eLtN3OVcsxlt6A9AQ99kCBUko60CYHyNNgto2ywwMAHJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAMBREnI=,57bcb5755d7d02a5c5c3121b21e402c7,3effcb3d9db46046a8ff7ac7fceeee70,3493c1ed92947e0b41b3b8a12f0fea5b,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.3814454093903187,0.0034079356245696546,0.427734375,0.0034079356245696546,-10.470865736085145,-12.825866357156075,1.6851192873639382,0.10341033036023291,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im004_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im004.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/004m.tif,100,100,100
-2,-2,-1,35.0,35.0,43.0,35.0,0,0,1.5899999999999994,0,1.4300000000000006,0.13999999999999968,im005_seg.tif,im005.tif,005m.tif,0,0,0,5,1,100,100,100,5,eLtN3OVcsxlt6A9AQ990CBUko60CYHyNNgto2ywwMAXJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAMn5EnU=,fa601aad4aae4d83cd0a46ffcb94b208,c40fbdb19949dae986a9a1a7c466ce0a,8e1488bb808e9ed8c9b0979a88df16b5,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.38963092524509807,0.004947736963629722,0.447265625,0.004947736963629722,-9.896370880725113,-12.830501347642567,1.2162331327770333,0.19811096647007,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im005_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im005.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/005m.tif,100,100,100
-2,-2,-1,30.0,30.0,45.0,30.0,0,0,1.7100000000000004,0,1.3500000000000005,0.13999999999999968,im006_seg.tif,im006.tif,006m.tif,0,0,0,6,1,100,100,100,6,eLtN3OVcsxlt6A9AQ38oFSSjrQKD0WYBrZsFBmYgmSGRK3A091F7DVRyhwIo/MHBTK5pwABC7rhAzbbRRxa0gXRndI1s9KEdG31U3wAFcPgaVM7bAQDToRJ4,84e749177952716c59f2c9556212d9fc,7fb11d33f7359959a3745203d78d6ecf,6717932e9edf0f4fd2dbb84336cfa69d,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.3935871043964461,0.004084080776199699,0.443359375,0.004084080776199699,-10.06093080395501,-12.874943301584088,1.5876431781280103,0.15260343929442896,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im006_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im006.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/006m.tif,100,100,100
-2,-2,-1,24.0,24.0,37.0,24.0,0,0,1.6799999999999997,0,1.4099999999999993,0.13000000000000078,im007_seg.tif,im007.tif,007m.tif,0,0,0,7,1,100,100,100,7,eLtN3OVcsxlt6A9AQ998CBUko60CYHyNNgto2ywwMAfJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAN1JEns=,cb683a4e0c9382916b08cb9ceac2e638,676bf24156138b6e95ca50f0b7b28d76,7ab96a59283700376cc07da778553594,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.37075866153492654,0.003909518384933471,0.431640625,0.003909518384933471,-10.239099309208786,-12.79698841350487,1.345776007613108,0.13128236578539926,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im007_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im007.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/007m.tif,100,100,100
-2,-2,-1,40.0,40.0,49.0,40.0,0,0,1.6999999999999993,0,2.2299999999999995,0.13999999999999968,im008_seg.tif,im008.tif,008m.tif,0,0,0,8,1,100,100,100,8,eLtN3OVcsxlt6A9AQ99iCBUko60CYHyNNgto2ywwsADJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAObxEn4=,5bf1f9a41ab7ecfc0e54b364f62bdb6b,12da6bb6174174619368143165ae26a3,4a67861d5160af9570bf71ef8c732ad2,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.40580405594286495,0.005129518906772136,0.4472655716817826,0.005129518906772136,-9.925164244312436,-12.939076838595131,1.5302143610825507,0.21641543794460405,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im008_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im008.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/008m.tif,100,100,100
-2,-2,-1,20.0,20.0,31.0,20.0,0,0,1.2800000000000002,0,1.2799999999999994,0.07000000000000028,im009_seg.tif,im009.tif,009m.tif,0,0,0,9,1,100,100,100,9,eLtN3OVcsxlt6A9AQ99yCBUko60CYHyNNgto2ywwsATJDIlcgaO5j9proJI7FEDhDw5mck0DBhByxwVqto0+sqANpDuja2SjD+3Y6KP6BiiAw9egct4OAPCZEoE=,3cb18b862cf967abfde35d2dd8ab8ba2,483596356c16bd480c89332c807e4c15,101d4357ff4271de165ab26f14a54b1d,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.3806517474724265,0.0036419499639421702,0.439453125,0.0036419499639421702,-10.112081456650197,-12.75947027373612,1.0938442831641666,0.1112017104084066,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im009_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im009.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/009m.tif,100,100,100
-2,-2,-1,14.0,14.0,22.0,14.0,0,0,0.6099999999999994,0,0.4399999999999995,0.06999999999999851,im010_seg.tif,im010.tif,010m.tif,0,0,0,10,1,100,100,100,10,eLtN3OVcsxlt6NO/oW9oMIQKktFWATC+RpsFtG0WGBqAZIZErsDR3EftNVDJHQqg8AcHM7mmAQMIueMCNdtGH1nQBtKd0TWy0Yd2bPRRfQMUwOFrUDlvBwCjXBJp,06e52eeb8a013f8978ddc851fa285239,d5e07d40dfa543e4451d6865cea9e2ea,7df37ca3517baf27ed396a67ec89c6e8,0,0,0,0,0,0,0,0,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data,/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center,Done,255,255,255,0,0,0,0.34936381204044115,0.002660566955059767,0.451171875,0.002660566955059767,-9.563448618790986,-12.852342642753653,0.40974721571658884,0.06343235103808781,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/groundtruth_fov/im010_seg.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/normalized_data/im010.tif,file:/home/huangch/workspace/automated_pathology/lymphocyte/dataset/manual_seg/center/010m.tif,100,100,100
